antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'22386'}),frozenset({'20725'}),0.039837764758900406,0.05993690851735016,0.010770617395223073,0.2703619909502262,4.510776375327459,1.0,0.008382864933333144,1.2883965470862984,0.8106012135580093,0.1210126582278481,0.22384144674906614,0.2250306195352635
frozenset({'20725'}),frozenset({'22386'}),0.05993690851735016,0.039837764758900406,0.010770617395223073,0.17969924812030072,4.510776375327458,1.0,0.008382864933333144,1.1705002501105979,0.8279323804442447,0.1210126582278481,0.14566442860177758,0.2250306195352635
frozenset({'22662'}),frozenset({'20725'}),0.02726453357368184,0.05993690851735016,0.013925191527715187,0.5107438016528926,8.521357111787733,1.0,0.012291039673141197,1.9214127376587946,0.9073872917561564,0.19003690036900367,0.47954961450995615,0.37153731436028087
frozenset({'20725'}),frozenset({'22662'}),0.05993690851735016,0.02726453357368184,0.013925191527715187,0.23233082706766917,8.521357111787733,1.0,0.012291039673141197,1.2671284724260559,0.9389240025194935,0.19003690036900367,0.21081403996440023,0.37153731436028087
frozenset({'20725'}),frozenset({'23203'}),0.05993690851735016,0.049436683190626406,0.011762054979720596,0.1962406015037594,3.9695341361608216,1.0,0.008798973021922799,1.182646596217462,0.7957777263493533,0.12049861495844877,0.1544388634792785,0.2170811029396646
frozenset({'23203'}),frozenset({'20725'}),0.049436683190626406,0.05993690851735016,0.011762054979720596,0.23792160437556975,3.9695341361608216,1.0,0.008798973021922799,1.233551688225439,0.7869873119825304,0.12049861495844877,0.1893327133793812,0.2170811029396646
frozenset({'23206'}),frozenset({'20725'}),0.03956737269040108,0.05993690851735016,0.017665615141955835,0.44646924829157175,7.448986932022539,1.0,0.015294069144739367,1.698303280497462,0.9014203936078936,0.2158590308370044,0.41117701915579946,0.37060304519841747
frozenset({'20725'}),frozenset({'23206'}),0.05993690851735016,0.03956737269040108,0.017665615141955835,0.29473684210526313,7.448986932022539,1.0,0.015294069144739367,1.3618074566330134,0.920952609231612,0.2158590308370044,0.2656818002212739,0.37060304519841747
frozenset({'23207'}),frozenset({'20725'}),0.029743127534925643,0.05993690851735016,0.011807120324470483,0.396969696969697,6.623125996810207,1.0,0.010024409210389766,1.558898593915952,0.8750403307297115,0.15162037037037038,0.35852145617246284,0.29698108908635223
frozenset({'20725'}),frozenset({'23207'}),0.05993690851735016,0.029743127534925643,0.011807120324470483,0.19699248120300752,6.623125996810208,1.0,0.010024409210389766,1.2082786894930233,0.9031456529535324,0.15162037037037038,0.17237636590314617,0.29698108908635223
frozenset({'20725'}),frozenset({'23208'}),0.05993690851735016,0.02708427219468229,0.011942316358720144,0.19924812030075187,7.356598651370522,1.0,0.01031896881392846,1.2150027398883312,0.9191591743700138,0.15906362545018005,0.1769565885160815,0.3200899503334042
frozenset({'23208'}),frozenset({'20725'}),0.02708427219468229,0.05993690851735016,0.011942316358720144,0.4409317803660565,7.356598651370522,1.0,0.01031896881392846,1.681481898753192,0.8881217461373148,0.15906362545018005,0.4052864911947648,0.3200899503334042
frozenset({'23209'}),frozenset({'20725'}),0.045831455610635424,0.05993690851735016,0.01897251013970257,0.4139626352015733,6.906639755731512,1.0,0.01622551437755092,1.60410094637224,0.896290069603054,0.2185877466251298,0.37659783677482794,0.365251994292516
frozenset({'20725'}),frozenset({'23209'}),0.05993690851735016,0.045831455610635424,0.01897251013970257,0.3165413533834587,6.906639755731512,1.0,0.01622551437755092,1.3960881892605665,0.9097387173396675,0.2185877466251298,0.28371287165630515,0.365251994292516
frozenset({'20725'}),frozenset({'85099B'}),0.05993690851735016,0.0740423614240649,0.019558359621451103,0.32631578947368417,4.407149950347566,1.0,0.015120489378368348,1.3744683697611535,0.8223873441994246,0.17093343836155964,0.27244597111116226,0.2952333664349553
frozenset({'85099B'}),frozenset({'20725'}),0.0740423614240649,0.05993690851735016,0.019558359621451103,0.2641509433962264,4.407149950347566,1.0,0.015120489378368348,1.2775216371430882,0.8349150727600135,0.17093343836155964,0.21723439280739518,0.2952333664349553
frozenset({'85123A'}),frozenset({'20725'}),0.09103199639477241,0.05993690851735016,0.010319963947724201,0.11336633663366338,1.8914278269932259,1.0,0.004863787507658977,1.0602609965354286,0.518498873115635,0.07337391861582827,0.056836002392185545,0.14277339388074145
frozenset({'20725'}),frozenset({'85123A'}),0.05993690851735016,0.09103199639477241,0.010319963947724201,0.17218045112781954,1.8914278269932256,1.0,0.004863787507658977,1.0980267436829725,0.5013481433721169,0.07337391861582827,0.0892753698823161,0.14277339388074145
frozenset({'20726'}),frozenset({'20727'}),0.03780982424515548,0.04835511491662911,0.01586300135196034,0.41954707985697254,8.676374372811017,1.0,0.014034702955608299,1.6394867732750473,0.9195110352506376,0.22564102564102562,0.39005302372620265,0.3737996349890641
frozenset({'20727'}),frozenset({'20726'}),0.04835511491662911,0.03780982424515548,0.01586300135196034,0.3280521901211556,8.676374372811017,1.0,0.014034702955608299,1.4319418288279449,0.9297002468928524,0.22564102564102562,0.30164760895454273,0.3737996349890641
frozenset({'20726'}),frozenset({'20728'}),0.03780982424515548,0.044569625957638574,0.01662911221270843,0.4398092967818832,9.867915364600595,1.0,0.014943942488577795,1.7055448591947686,0.9339749006126657,0.25291295407813574,0.41367710464553503,0.4064567211917505
frozenset({'20728'}),frozenset({'20726'}),0.044569625957638574,0.03780982424515548,0.01662911221270843,0.37310414560161786,9.867915364600595,1.0,0.014943942488577795,1.5348485222928088,0.9405829018905254,0.25291295407813574,0.34846990730644467,0.4064567211917505
frozenset({'20726'}),frozenset({'22382'}),0.03780982424515548,0.045110410094637225,0.01843172600270392,0.4874851013110846,10.806487910182783,1.0,0.016726109325398798,1.8631450370479052,0.9431222852316257,0.2858141160027952,0.4632731321956188,0.4480382549512466
frozenset({'22382'}),frozenset({'20726'}),0.045110410094637225,0.03780982424515548,0.01843172600270392,0.4085914085914086,10.806487910182783,1.0,0.016726109325398798,1.6269465640719585,0.9503329044306216,0.2858141160027952,0.3853516629967381,0.4480382549512466
frozenset({'20726'}),frozenset({'22383'}),0.03780982424515548,0.04790446146913024,0.016493916178458766,0.4362336114421931,9.106325341394417,1.0,0.01468265690975213,1.688812170882452,0.9251666076735122,0.23828125000000003,0.40786783915853003,0.3902710860597607
frozenset({'22383'}),frozenset({'20726'}),0.04790446146913024,0.03780982424515548,0.016493916178458766,0.34430856067732835,9.106325341394417,1.0,0.01468265690975213,1.4674435535543757,0.934975729655756,0.23828125000000003,0.31854278307479345,0.3902710860597607
frozenset({'22384'}),frozenset({'20726'}),0.04285714285714286,0.03780982424515548,0.014556106354213609,0.33964248159831756,8.982916170043703,1.0,0.012935685315135517,1.4570746132848045,0.9284691095605564,0.22017723244717108,0.31369334769643886,0.3623123015858095
frozenset({'20726'}),frozenset({'22384'}),0.03780982424515548,0.04285714285714286,0.014556106354213609,0.38498212157330153,8.982916170043703,1.0,0.012935685315135517,1.5562846068660023,0.9235986800597937,0.22017723244717108,0.3574440076138971,0.3623123015858095
frozenset({'22662'}),frozenset({'20726'}),0.02726453357368184,0.03780982424515548,0.011401532221721496,0.41818181818181815,11.060136526167513,1.0,0.010370664999174444,1.653764364578639,0.9350797151806307,0.21242653232577663,0.39531893332652074,0.35986564091450857
frozenset({'20726'}),frozenset({'22662'}),0.03780982424515548,0.02726453357368184,0.011401532221721496,0.30154946364719903,11.060136526167515,1.0,0.010370664999174444,1.392704874286145,0.94532788404168,0.21242653232577663,0.2819727865800948,0.35986564091450857
frozenset({'20726'}),frozenset({'23206'}),0.03780982424515548,0.03956737269040108,0.013519603424966201,0.3575685339690107,9.036954178556206,1.0,0.012023568017699571,1.4949962417676315,0.9242905094218848,0.2117148906139732,0.33110199740861246,0.34962709158587213
frozenset({'23206'}),frozenset({'20726'}),0.03956737269040108,0.03780982424515548,0.013519603424966201,0.3416856492027335,9.036954178556204,1.0,0.012023568017699571,1.4615968413715459,0.9259819194194194,0.2117148906139732,0.31581680276374197,0.34962709158587213
frozenset({'20726'}),frozenset({'23207'}),0.03780982424515548,0.029743127534925643,0.009283461018476791,0.24553039332538734,8.255029436197493,1.0,0.008158878593880007,1.2860118736148458,0.9133971124337413,0.1593194122196442,0.22240220287460963,0.2788258027232997
frozenset({'23207'}),frozenset({'20726'}),0.029743127534925643,0.03780982424515548,0.009283461018476791,0.3121212121212121,8.255029436197491,1.0,0.008158878593880007,1.3987786695995537,0.9058031466592111,0.1593194122196442,0.2850906138808344,0.2788258027232997
frozenset({'23209'}),frozenset({'20726'}),0.045831455610635424,0.03780982424515548,0.011716989634970707,0.255653883972468,6.761572926518552,1.0,0.009984110353432937,1.292665004944091,0.8930344887719845,0.16290726817042606,0.22640436913254955,0.28277330670613865
frozenset({'20726'}),frozenset({'23209'}),0.03780982424515548,0.045831455610635424,0.011716989634970707,0.3098927294398093,6.761572926518552,1.0,0.009984110353432937,1.3826380116453831,0.8855893977223189,0.16290726817042606,0.27674489520943507,0.28277330670613865
frozenset({'20728'}),frozenset({'20727'}),0.044569625957638574,0.04835511491662911,0.01915277151870212,0.42972699696663297,8.886898474081628,1.0,0.01699760213372933,1.6687531761479677,0.9288743871681969,0.25962125839951133,0.4007502042283272,0.41290636893998006
frozenset({'20727'}),frozenset({'20728'}),0.04835511491662911,0.044569625957638574,0.01915277151870212,0.39608574091332716,8.886898474081628,1.0,0.01699760213372933,1.5820629496102683,0.9325692987807426,0.25962125839951133,0.36791389985692796,0.41290636893998006
frozenset({'20727'}),frozenset({'22382'}),0.04835511491662911,0.045110410094637225,0.018882379450202793,0.39049394221808015,8.656404173645553,1.0,0.016701060386140346,1.5666613608080342,0.9294208435036846,0.25317220543806646,0.36169996591718334,0.40453768039974936
frozenset({'22382'}),frozenset({'20727'}),0.045110410094637225,0.04835511491662911,0.018882379450202793,0.41858141858141856,8.656404173645553,1.0,0.016701060386140346,1.6367637971966567,0.926262681215126,0.25317220543806646,0.3890382951329109,0.40453768039974936
frozenset({'22383'}),frozenset({'20727'}),0.04790446146913024,0.04835511491662911,0.021045515998197387,0.4393226716839135,9.08534024665987,1.0,0.018729090258838364,1.6973129410127907,0.9347093224021263,0.2798082684242061,0.41083345573074015,0.4372755017319847
frozenset({'20727'}),frozenset({'22383'}),0.04835511491662911,0.04790446146913024,0.021045515998197387,0.43522833178005593,9.08534024665987,1.0,0.018729090258838364,1.685806126804659,0.9351519559781087,0.2798082684242061,0.4068119790883439,0.4372755017319847
frozenset({'22384'}),frozenset({'20727'}),0.04285714285714286,0.04835511491662911,0.021045515998197387,0.491062039957939,10.155327741534638,1.0,0.01897315393034185,1.8698642266824086,0.9418965131515866,0.2999357739242132,0.4652018121260912,0.46314518586899744
frozenset({'20727'}),frozenset({'22384'}),0.04835511491662911,0.04285714285714286,0.021045515998197387,0.43522833178005593,10.155327741534638,1.0,0.01897315393034185,1.694743045733145,0.9473381655929607,0.2999357739242132,0.4099400481284166,0.46314518586899744
frozenset({'22662'}),frozenset({'20727'}),0.02726453357368184,0.04835511491662911,0.011897251013970257,0.43636363636363634,9.024146403456749,1.0,0.01057887135986658,1.6884022154704965,0.9141089491158985,0.1867043847241867,0.4077240654879524,0.34120138947725154
frozenset({'20727'}),frozenset({'22662'}),0.04835511491662911,0.02726453357368184,0.011897251013970257,0.24603914259086673,9.024146403456749,1.0,0.01057887135986658,1.2901670648645729,0.9343676500765578,0.1867043847241867,0.22490658207511388,0.34120138947725154
frozenset({'23203'}),frozenset({'20727'}),0.049436683190626406,0.04835511491662911,0.009283461018476791,0.18778486782133091,3.8834540698558557,1.0,0.006892944521697065,1.1716660369657215,0.7811129077469681,0.10488798370672098,0.1465144772910609,0.1898849781790718
frozenset({'20727'}),frozenset({'23203'}),0.04835511491662911,0.049436683190626406,0.009283461018476791,0.19198508853681268,3.8834540698558557,1.0,0.006892944521697065,1.176418037988994,0.780225153341232,0.10488798370672098,0.14996203075104886,0.1898849781790718
frozenset({'23206'}),frozenset({'20727'}),0.03956737269040108,0.04835511491662911,0.014420910319963948,0.36446469248291574,7.537252121338211,1.0,0.012507625466570511,1.4973910557405012,0.9030572564752253,0.19619865113427346,0.33217178227001476,0.3313469781147105
frozenset({'20727'}),frozenset({'23206'}),0.04835511491662911,0.03956737269040108,0.014420910319963948,0.29822926374650516,7.537252121338211,1.0,0.012507625466570511,1.3685846070427619,0.9113963276033528,0.19619865113427346,0.2693181007195453,0.3313469781147105
frozenset({'23207'}),frozenset({'20727'}),0.029743127534925643,0.04835511491662911,0.011086074808472285,0.37272727272727274,7.7081250529526395,1.0,0.009647842458541,1.5171150341908812,0.8969447056291279,0.16543375924680567,0.3408542019140116,0.30099550961619925
frozenset({'20727'}),frozenset({'23207'}),0.04835511491662911,0.029743127534925643,0.011086074808472285,0.22926374650512582,7.7081250529526395,1.0,0.009647842458541,1.2588701622188934,0.9144868831839335,0.16543375924680567,0.20563690362047107,0.30099550961619925
frozenset({'23208'}),frozenset({'20727'}),0.02708427219468229,0.04835511491662911,0.01099594411897251,0.4059900166389351,8.396009756959897,1.0,0.009686281024565384,1.6020688401543581,0.9054184014476102,0.1706293706293706,0.3758070970885054,0.3166949151228226
frozenset({'20727'}),frozenset({'23208'}),0.04835511491662911,0.02708427219468229,0.01099594411897251,0.22739981360671016,8.396009756959897,1.0,0.009686281024565384,1.2592745186189456,0.9256560055335729,0.1706293706293706,0.20589197572527204,0.3166949151228226
frozenset({'23209'}),frozenset({'20727'}),0.045831455610635424,0.04835511491662911,0.01505182514646237,0.32841691248770893,6.791771936721585,1.0,0.012835639843613708,1.4170173471885625,0.8937236753056018,0.19020501138952164,0.29429233736336896,0.3198468532615618
frozenset({'20727'}),frozenset({'23209'}),0.04835511491662911,0.045831455610635424,0.01505182514646237,0.3112767940354147,6.7917719367215845,1.0,0.012835639843613708,1.3854165739239352,0.8960937338279827,0.19020501138952164,0.27819544040267563,0.3198468532615618
frozenset({'85099B'}),frozenset({'20727'}),0.0740423614240649,0.04835511491662911,0.012618296529968454,0.1704199634814364,3.524342022043871,1.0,0.009037969634609209,1.147140532789419,0.7735333277711726,0.11494252873563218,0.1282672249681808,0.2156852846298142
frozenset({'20727'}),frozenset({'85099B'}),0.04835511491662911,0.0740423614240649,0.012618296529968454,0.260950605778192,3.5243420220438715,1.0,0.009037969634609209,1.2529035891449918,0.7526537522240037,0.11494252873563218,0.20185399047150826,0.2156852846298142
frozenset({'20728'}),frozenset({'22382'}),0.044569625957638574,0.045110410094637225,0.017800811176205498,0.3993933265925177,8.853684232855112,1.0,0.015790257071491835,1.5898750916101074,0.9284325613969726,0.2476489028213166,0.3710197704982759,0.39699936059895613
frozenset({'22382'}),frozenset({'20728'}),0.045110410094637225,0.044569625957638574,0.017800811176205498,0.39460539460539457,8.853684232855112,1.0,0.015790257071491835,1.578194396726739,0.928958362083025,0.2476489028213166,0.36636449725454956,0.39699936059895613
frozenset({'22383'}),frozenset({'20728'}),0.04790446146913024,0.044569625957638574,0.020594862550698513,0.4299153339604892,9.64592645155031,1.0,0.018459778621317268,1.6759446990215021,0.9414278906589604,0.28652037617554865,0.4033216008953943,0.4459991229964226
frozenset({'20728'}),frozenset({'22383'}),0.044569625957638574,0.04790446146913024,0.020594862550698513,0.46208291203235596,9.64592645155031,1.0,0.018459778621317268,1.7699670819681022,0.93814192943502,0.28652037617554865,0.43501774118417086,0.4459991229964226
frozenset({'22384'}),frozenset({'20728'}),0.04285714285714286,0.044569625957638574,0.01946822893195133,0.45425867507886436,10.19211324570273,1.0,0.01755810210519539,1.7507018992568126,0.9422678275290216,0.2864721485411141,0.4288005282769681,0.4455317642330621
frozenset({'20728'}),frozenset({'22384'}),0.044569625957638574,0.04285714285714286,0.01946822893195133,0.4368048533872599,10.19211324570273,1.0,0.01755810210519539,1.699487047961016,0.9439567184986032,0.2864721485411141,0.41158716025534614,0.4455317642330621
frozenset({'22662'}),frozenset({'20728'}),0.02726453357368184,0.044569625957638574,0.011131140153222172,0.40826446280991735,9.160150080639097,1.0,0.009915970089933694,1.6146239561330409,0.9158003524339795,0.18337045285820341,0.3806607438211436,0.3290058411117332
frozenset({'20728'}),frozenset({'22662'}),0.044569625957638574,0.02726453357368184,0.011131140153222172,0.24974721941354905,9.160150080639097,1.0,0.009915970089933694,1.2965436338216019,0.9323876518696029,0.18337045285820341,0.22871859155833466,0.3290058411117332
